"MEDIA_ID","MEDIA_NAME","CNT","TIME(2026/02/20 00:53:57.275)","TIMETICK(f=10000000)","FPOGX","FPOGY","FPOGS","FPOGD","FPOGID","FPOGV","BPOGX","BPOGY","BPOGV","CX","CY","CS","KB","KBS","USER","LPCX","LPCY","LPD","LPS","LPV","RPCX","RPCY","RPD","RPS","RPV","BKID","BKDUR","BKPMIN","LPMM","LPMMV","RPMM","RPMMV","DIAL","DIALV","GSR","GSR_US","GSR_US_TONIC","GSR_US_PHASIC","GSRV","HR","HRV","HRP","IBI","TTL0","TTL1","TTL2","TTL3","TTL4","TTL5","TTL6","TTLV","PIXS","PIXV","AOI","SACCADE_MAG","SACCADE_DIR","VID_FRAME",""
"0","DemoMedia0","0","0.45000","30504500000","0.21017","0.34169","0.45000","0.46667","1","1","0.21017","0.34169","1","","","","","","5","","","","","1","","","","","1","","","","3.47611","1","3.45089","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","13",""
"0","DemoMedia0","1","0.63333","30506333300","0.20021","0.34536","0.63333","0.55000","2","1","0.20021","0.34536","1","","","","","","5","","","","","1","","","","","1","","","","3.47332","1","3.46511","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","18",""
"0","DemoMedia0","2","1.26667","30512666700","0.21240","0.33350","1.26667","0.43333","3","1","0.21240","0.33350","1","","","","","","5","","","","","1","","","","","1","","","","3.48222","1","3.48098","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","38",""
"0","DemoMedia0","3","1.30000","3.0513e+10","0.20799","0.33942","1.30000","0.38333","4","1","0.20799","0.33942","1","","","","","","5","","","","","1","","","","","1","","","","3.48013","1","3.48063","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","39",""
"0","DemoMedia0","4","1.95000","30519500000","0.20282","0.34193","1.95000","0.15000","5","1","0.20282","0.34193","1","","","","","","5","","","","","1","","","","","1","","","","3.45931","1","3.48234","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","58",""
"0","DemoMedia0","5","2.00000","3.052e+10","0.19876","0.35732","2.00000","0.18333","6","1","0.19876","0.35732","1","","","","","","5","","","","","1","","","","","1","","","","3.47168","1","3.49097","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","60",""
"0","DemoMedia0","6","2.11667","30521166700","0.39793","0.50685","2.11667","0.28333","7","1","0.39793","0.50685","1","","","","","","5","","","","","1","","","","","1","","","","3.49210","1","3.50234","1","","","","","","","","","","","","","","","","","","","","","","","0","0","63",""
"0","DemoMedia0","7","2.16667","30521666700","0.43950","0.54884","2.16667","0.25000","8","1","0.43950","0.54884","1","","","","","","5","","","","","1","","","","","1","","","","3.49327","1","3.50577","1","","","","","","","","","","","","","","","","","","","","","","","0","0","65",""
"0","DemoMedia0","8","2.25000","30522500000","0.43681","0.57321","2.25000","0.31667","9","1","0.43681","0.57321","1","","","","","","5","","","","","1","","","","","1","","","","3.50349","1","3.50216","1","","","","","","","","","","","","","","","","","","","","","","","0","0","67",""
"0","DemoMedia0","9","2.26667","30522666700","0.45350","0.58413","2.26667","0.40000","10","1","0.45350","0.58413","1","","","","","","5","","","","","1","","","","","1","","","","3.50853","1","3.49698","1","","","","","","","","","","","","","","","","","","","","","","","0","0","68",""
"0","DemoMedia0","10","2.38333","30523833300","0.46600","0.55686","2.38333","0.48333","11","1","0.46600","0.55686","1","","","","","","5","","","","","1","","","","","1","","","","3.49283","1","3.49336","1","","","","","","","","","","","","","","","","","","","","","","","0","0","71",""
"0","DemoMedia0","11","2.51667","30525166700","0.47883","0.57825","2.51667","0.26667","12","1","0.47883","0.57825","1","","","","","","5","","","","","1","","","","","1","","","","3.49565","1","3.48662","1","","","","","","","","","","","","","","","","","","","","","","","0","0","75",""
"0","DemoMedia0","12","2.66667","30526666700","0.51742","0.51774","2.66667","0.20000","13","1","0.51742","0.51774","1","","","","","","5","","","","","1","","","","","1","","","","3.47356","1","3.49272","1","","","","","","","","","","","","","","","","","","","","","","","0","0","80",""
"0","DemoMedia0","13","4.10000","3.0541e+10","0.50033","0.53185","4.10000","0.38333","14","1","0.50033","0.53185","1","","","","","","5","","","","","1","","","","","1","","","","3.44650","1","3.44522","1","","","","","","","","","","","","","","","","","","","","","","","0","0","122",""
"0","DemoMedia0","14","5.20000","3.0552e+10","0.45145","0.51911","5.20000","0.45000","15","1","0.45145","0.51911","1","","","","","","5","","","","","1","","","","","1","","","","3.41778","1","3.42718","1","","","","","","","","","","","","","","","","","","","","","","","0","0","156",""
"0","DemoMedia0","15","5.35000","30553500000","0.43382","0.52322","5.35000","0.26667","16","1","0.43382","0.52322","1","","","","","","5","","","","","1","","","","","1","","","","3.42048","1","3.41982","1","","","","","","","","","","","","","","","","","","","","","","","0","0","160",""
"0","DemoMedia0","16","5.61667","30556166700","0.52695","0.47119","5.61667","0.35000","17","1","0.52695","0.47119","1","","","","","","5","","","","","1","","","","","1","","","","3.42244","1","3.40920","1","","","","","","","","","","","","","","","","","","","","","","","0","0","168",""
"0","DemoMedia0","17","5.83333","30558333300","0.49030","0.45958","5.83333","0.30000","18","1","0.49030","0.45958","1","","","","","","5","","","","","1","","","","","1","","","","3.40498","1","3.41209","1","","","","","","","","","","","","","","","","","","","","","","","0","0","174",""
"0","DemoMedia0","18","6.33333","30563333300","0.51854","0.53283","6.33333","0.33333","19","1","0.51854","0.53283","1","","","","","","5","","","","","1","","","","","1","","","","3.40027","1","3.38782","1","","","","","","","","","","","","","","","","","","","","","","","0","0","189",""
"0","DemoMedia0","19","6.95000","30569500000","0.45264","0.54658","6.95000","0.53333","20","1","0.45264","0.54658","1","","","","","","5","","","","","1","","","","","1","","","","3.38884","1","3.37253","1","","","","","","","","","","","","","","","","","","","","","","","0","0","208",""
"0","DemoMedia0","20","7.06667","30570666700","0.52057","0.57841","7.06667","0.33333","21","1","0.52057","0.57841","1","","","","","","5","","","","","1","","","","","1","","","","3.39717","1","3.37881","1","","","","","","","","","","","","","","","","","","","","","","","0","0","212",""
"0","DemoMedia0","21","7.88333","30578833300","0.48638","0.54981","7.88333","0.38333","22","1","0.48638","0.54981","1","","","","","","5","","","","","1","","","","","1","","","","3.40131","1","3.38497","1","","","","","","","","","","","","","","","","","","","","","","","0","0","236",""
"0","DemoMedia0","22","8.23333","30582333300","0.53048","0.57499","8.23333","0.20000","23","1","0.53048","0.57499","1","","","","","","5","","","","","1","","","","","1","","","","3.38340","1","3.38316","1","","","","","","","","","","","","","","","","","","","","","","","0","0","246",""
"0","DemoMedia0","23","8.71667","30587166700","0.56752","0.50413","8.71667","0.18333","24","1","0.56752","0.50413","1","","","","","","5","","","","","1","","","","","1","","","","3.40356","1","3.36808","1","","","","","","","","","","","","","","","","","","","","","","","0","0","261",""
"0","DemoMedia0","24","9.01667","30590166700","0.50239","0.52562","9.01667","0.38333","25","1","0.50239","0.52562","1","","","","","","5","","","","","1","","","","","1","","","","3.39511","1","3.40443","1","","","","","","","","","","","","","","","","","","","","","","","0","0","270",""
