"MEDIA_ID","MEDIA_NAME","CNT","TIME(2026/02/20 00:53:57.275)","TIMETICK(f=10000000)","FPOGX","FPOGY","FPOGS","FPOGD","FPOGID","FPOGV","BPOGX","BPOGY","BPOGV","CX","CY","CS","KB","KBS","USER","LPCX","LPCY","LPD","LPS","LPV","RPCX","RPCY","RPD","RPS","RPV","BKID","BKDUR","BKPMIN","LPMM","LPMMV","RPMM","RPMMV","DIAL","DIALV","GSR","GSR_US","GSR_US_TONIC","GSR_US_PHASIC","GSRV","HR","HRV","HRP","IBI","TTL0","TTL1","TTL2","TTL3","TTL4","TTL5","TTL6","TTLV","PIXS","PIXV","AOI","SACCADE_MAG","SACCADE_DIR","VID_FRAME",""
"0","DemoMedia0","0","0.46667","30004666700","0.21453","0.37613","0.46667","0.23333","1","1","0.21453","0.37613","1","","","","","","0","","","","","1","","","","","1","","","","3.85830","1","3.86953","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","14",""
"0","DemoMedia0","1","0.63333","30006333300","0.21452","0.38300","0.63333","0.50000","2","1","0.21452","0.38300","1","","","","","","0","","","","","1","","","","","1","","","","3.87119","1","3.87645","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","18",""
"0","DemoMedia0","2","0.71667","30007166700","0.20892","0.38240","0.71667","0.18333","3","1","0.20892","0.38240","1","","","","","","0","","","","","1","","","","","1","","","","3.88095","1","3.86905","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","21",""
"0","DemoMedia0","3","1.51667","30015166700","0.20674","0.35995","1.51667","0.38333","4","1","0.20674","0.35995","1","","","","","","0","","","","","1","","","","","1","","","","3.88420","1","3.89851","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","45",""
"0","DemoMedia0","4","1.68333","30016833300","0.18860","0.35986","1.68333","0.30000","5","1","0.18860","0.35986","1","","","","","","0","","","","","1","","","","","1","","","","3.89606","1","3.89913","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","50",""
"0","DemoMedia0","5","2.05000","30020500000","0.23622","0.32230","2.05000","0.20000","6","1","0.23622","0.32230","1","","","","","","0","","","","","1","","","","","1","","","","3.88294","1","3.92631","1","","","","","","","","","","","","","","","","","","","","","","AOI 2","0","0","61",""
"0","DemoMedia0","6","2.20000","3.0022e+10","0.42971","0.47840","2.20000","0.33333","7","1","0.42971","0.47840","1","","","","","","0","","","","","1","","","","","1","","","","3.90019","1","3.93009","1","","","","","","","","","","","","","","","","","","","","","","","0","0","66",""
"0","DemoMedia0","7","2.46667","30024666700","0.50847","0.57630","2.46667","0.23333","8","1","0.50847","0.57630","1","","","","","","0","","","","","1","","","","","1","","","","3.90537","1","3.89546","1","","","","","","","","","","","","","","","","","","","","","","","0","0","74",""
"0","DemoMedia0","8","2.96667","30029666700","0.53074","0.58574","2.96667","0.20000","9","1","0.53074","0.58574","1","","","","","","0","","","","","1","","","","","1","","","","3.89060","1","3.90722","1","","","","","","","","","","","","","","","","","","","","","","","0","0","89",""
"0","DemoMedia0","9","4.51667","30045166700","0.45628","0.57210","4.51667","0.16667","10","1","0.45628","0.57210","1","","","","","","0","","","","","1","","","","","1","","","","3.83666","1","3.88152","1","","","","","","","","","","","","","","","","","","","","","","","0","0","135",""
"0","DemoMedia0","10","4.98333","30049833300","0.51979","0.54381","4.98333","0.31667","11","1","0.51979","0.54381","1","","","","","","0","","","","","1","","","","","1","","","","3.83158","1","3.84313","1","","","","","","","","","","","","","","","","","","","","","","","0","0","149",""
"0","DemoMedia0","11","5.16667","30051666700","0.48793","0.55585","5.16667","0.46667","12","1","0.48793","0.55585","1","","","","","","0","","","","","1","","","","","1","","","","3.83279","1","3.82000","1","","","","","","","","","","","","","","","","","","","","","","","0","0","155",""
"0","DemoMedia0","12","5.55000","30055500000","0.48441","0.55738","5.55000","0.38333","13","1","0.48441","0.55738","1","","","","","","0","","","","","1","","","","","1","","","","3.81790","1","3.80823","1","","","","","","","","","","","","","","","","","","","","","","","0","0","166",""
"0","DemoMedia0","13","5.78333","30057833300","0.49943","0.53499","5.78333","0.41667","14","1","0.49943","0.53499","1","","","","","","0","","","","","1","","","","","1","","","","3.80792","1","3.80238","1","","","","","","","","","","","","","","","","","","","","","","","0","0","173",""
"0","DemoMedia0","14","6.01667","30060166700","0.48663","0.61529","6.01667","0.50000","15","1","0.48663","0.61529","1","","","","","","0","","","","","1","","","","","1","","","","3.79118","1","3.78879","1","","","","","","","","","","","","","","","","","","","","","","","0","0","180",""
"0","DemoMedia0","15","6.20000","3.0062e+10","0.47275","0.62417","6.20000","0.50000","16","1","0.47275","0.62417","1","","","","","","0","","","","","1","","","","","1","","","","3.78878","1","3.78858","1","","","","","","","","","","","","","","","","","","","","","","AOI 1","0","0","186",""
"0","DemoMedia0","16","6.75000","30067500000","0.49595","0.55330","6.75000","0.51667","17","1","0.49595","0.55330","1","","","","","","0","","","","","1","","","","","1","","","","3.79574","1","3.77725","1","","","","","","","","","","","","","","","","","","","","","","","0","0","202",""
"0","DemoMedia0","17","6.91667","30069166700","0.46400","0.55973","6.91667","0.28333","18","1","0.46400","0.55973","1","","","","","","0","","","","","1","","","","","1","","","","3.80724","1","3.78088","1","","","","","","","","","","","","","","","","","","","","","","","0","0","207",""
"0","DemoMedia0","18","6.93333","30069333300","0.48075","0.53162","6.93333","0.46667","19","1","0.48075","0.53162","1","","","","","","0","","","","","1","","","","","1","","","","3.79980","1","3.77251","1","","","","","","","","","","","","","","","","","","","","","","","0","0","207",""
"0","DemoMedia0","19","8.58333","30085833300","0.43798","0.55188","8.58333","0.50000","20","1","0.43798","0.55188","1","","","","","","0","","","","","1","","","","","1","","","","3.79131","1","3.81468","1","","","","","","","","","","","","","","","","","","","","","","","0","0","257",""
"0","DemoMedia0","20","8.61667","30086166700","0.42767","0.57212","8.61667","0.30000","21","1","0.42767","0.57212","1","","","","","","0","","","","","1","","","","","1","","","","3.79125","1","3.80211","1","","","","","","","","","","","","","","","","","","","","","","","0","0","258",""
"0","DemoMedia0","21","8.73333","30087333300","0.47672","0.52481","8.73333","0.40000","22","1","0.47672","0.52481","1","","","","","","0","","","","","1","","","","","1","","","","3.79032","1","3.82532","1","","","","","","","","","","","","","","","","","","","","","","","0","0","261",""
"0","DemoMedia0","22","8.88333","30088833300","0.50530","0.52113","8.88333","0.21667","23","1","0.50530","0.52113","1","","","","","","0","","","","","1","","","","","1","","","","3.77671","1","3.82553","1","","","","","","","","","","","","","","","","","","","","","","","0","0","266",""
"0","DemoMedia0","23","8.95000","30089500000","0.48131","0.52513","8.95000","0.55000","24","1","0.48131","0.52513","1","","","","","","0","","","","","1","","","","","1","","","","3.79573","1","3.82554","1","","","","","","","","","","","","","","","","","","","","","","","0","0","268",""
"0","DemoMedia0","24","9.01667","30090166700","0.52078","0.45903","9.01667","0.18333","25","1","0.52078","0.45903","1","","","","","","0","","","","","1","","","","","1","","","","3.79561","1","3.83264","1","","","","","","","","","","","","","","","","","","","","","","","0","0","270",""
"0","DemoMedia0","25","9.25000","30092500000","0.51264","0.60006","9.25000","0.15000","26","1","0.51264","0.60006","1","","","","","","0","","","","","1","","","","","1","","","","3.81261","1","3.82736","1","","","","","","","","","","","","","","","","","","","","","","","0","0","277",""
"0","DemoMedia0","26","9.35000","30093500000","0.48795","0.59131","9.35000","0.46667","27","1","0.48795","0.59131","1","","","","","","0","","","","","1","","","","","1","","","","3.81089","1","3.81743","1","","","","","","","","","","","","","","","","","","","","","","","0","0","280",""
"0","DemoMedia0","27","9.56667","30095666700","0.50080","0.59503","9.56667","0.31667","28","1","0.50080","0.59503","1","","","","","","0","","","","","1","","","","","1","","","","3.84064","1","3.80763","1","","","","","","","","","","","","","","","","","","","","","","","0","0","287",""
"0","DemoMedia0","28","9.73333","30097333300","0.47231","0.59292","9.73333","0.38333","29","1","0.47231","0.59292","1","","","","","","0","","","","","1","","","","","1","","","","3.85293","1","3.82784","1","","","","","","","","","","","","","","","","","","","","","","","0","0","291",""
"0","DemoMedia0","29","9.80000","3.0098e+10","0.50176","0.60459","9.80000","0.28333","30","1","0.50176","0.60459","1","","","","","","0","","","","","1","","","","","1","","","","3.84844","1","3.83692","1","","","","","","","","","","","","","","","","","","","","","","","0","0","294",""
"0","DemoMedia0","30","9.81667","30098166700","0.52287","0.57086","9.81667","0.35000","31","1","0.52287","0.57086","1","","","","","","0","","","","","1","","","","","1","","","","3.85668","1","3.83704","1","","","","","","","","","","","","","","","","","","","","","","","0","0","294",""
"1","DemoMedia1","0","0.21667","30002166700","0.50805","0.54283","0.21667","0.30000","1","1","0.50805","0.54283","1","","","","","","0","","","","","1","","","","","1","","","","3.52314","1","3.49899","1","","","","","","","","","","","","","","","","","","","","","","","0","0","6",""
"1","DemoMedia1","1","0.53333","30005333300","0.45236","0.50020","0.53333","0.21667","2","1","0.45236","0.50020","1","","","","","","0","","","","","1","","","","","1","","","","3.51353","1","3.51486","1","","","","","","","","","","","","","","","","","","","","","","","0","0","15",""
"1","DemoMedia1","2","0.95000","30009500000","0.52372","0.58505","0.95000","0.20000","3","1","0.52372","0.58505","1","","","","","","0","","","","","1","","","","","1","","","","3.51457","1","3.52038","1","","","","","","","","","","","","","","","","","","","","","","","0","0","28",""
"1","DemoMedia1","3","1.05000","30010500000","0.50486","0.55124","1.05000","0.41667","4","1","0.50486","0.55124","1","","","","","","0","","","","","1","","","","","1","","","","3.54049","1","3.52571","1","","","","","","","","","","","","","","","","","","","","","","","0","0","31",""
"1","DemoMedia1","4","1.06667","30010666700","0.52164","0.55836","1.06667","0.33333","5","1","0.52164","0.55836","1","","","","","","0","","","","","1","","","","","1","","","","3.54529","1","3.52567","1","","","","","","","","","","","","","","","","","","","","","","","0","0","32",""
"1","DemoMedia1","5","1.10000","3.0011e+10","0.50414","0.56713","1.10000","0.33333","6","1","0.50414","0.56713","1","","","","","","0","","","","","1","","","","","1","","","","3.55345","1","3.52657","1","","","","","","","","","","","","","","","","","","","","","","","0","0","33",""
"1","DemoMedia1","6","1.65000","30016500000","0.44295","0.52138","1.65000","0.48333","7","1","0.44295","0.52138","1","","","","","","0","","","","","1","","","","","1","","","","3.55235","1","3.54093","1","","","","","","","","","","","","","","","","","","","","","","","0","0","49",""
"1","DemoMedia1","7","1.90000","3.0019e+10","0.48725","0.52764","1.90000","0.38333","8","1","0.48725","0.52764","1","","","","","","0","","","","","1","","","","","1","","","","3.57679","1","3.55436","1","","","","","","","","","","","","","","","","","","","","","","","0","0","57",""
"1","DemoMedia1","8","2.08333","30020833300","0.43390","0.52436","2.08333","0.46667","9","1","0.43390","0.52436","1","","","","","","0","","","","","1","","","","","1","","","","3.56306","1","3.56246","1","","","","","","","","","","","","","","","","","","","","","","","0","0","62",""
"1","DemoMedia1","9","2.51667","30025166700","0.41249","0.53151","2.51667","0.50000","10","1","0.41249","0.53151","1","","","","","","0","","","","","1","","","","","1","","","","3.55071","1","3.54123","1","","","","","","","","","","","","","","","","","","","","","","","0","0","75",""
"1","DemoMedia1","10","2.53333","30025333300","0.41077","0.53572","2.53333","0.55000","11","1","0.41077","0.53572","1","","","","","","0","","","","","1","","","","","1","","","","3.55113","1","3.53817","1","","","","","","","","","","","","","","","","","","","","","","","0","0","75",""
"1","DemoMedia1","11","3.31667","30033166700","0.48390","0.52682","3.31667","0.40000","12","1","0.48390","0.52682","1","","","","","","0","","","","","1","","","","","1","","","","3.54066","1","3.52824","1","","","","","","","","","","","","","","","","","","","","","","","0","0","99",""
"1","DemoMedia1","12","3.33333","30033333300","0.43241","0.50517","3.33333","0.25000","13","1","0.43241","0.50517","1","","","","","","0","","","","","1","","","","","1","","","","3.55037","1","3.53248","1","","","","","","","","","","","","","","","","","","","","","","","0","0","99",""
"1","DemoMedia1","13","3.91667","30039166700","0.51863","0.55782","3.91667","0.30000","14","1","0.51863","0.55782","1","","","","","","0","","","","","1","","","","","1","","","","3.52239","1","3.51780","1","","","","","","","","","","","","","","","","","","","","","","","0","0","117",""
"1","DemoMedia1","14","4.26667","30042666700","0.44572","0.46902","4.26667","0.36667","15","1","0.44572","0.46902","1","","","","","","0","","","","","1","","","","","1","","","","3.52169","1","3.52309","1","","","","","","","","","","","","","","","","","","","","","","","0","0","128",""
"1","DemoMedia1","15","4.31667","30043166700","0.55424","0.51742","4.31667","0.15000","16","1","0.55424","0.51742","1","","","","","","0","","","","","1","","","","","1","","","","3.50749","1","3.52604","1","","","","","","","","","","","","","","","","","","","","","","","0","0","129",""
"1","DemoMedia1","16","4.43333","30044333300","0.44501","0.47944","4.43333","0.41667","17","1","0.44501","0.47944","1","","","","","","0","","","","","1","","","","","1","","","","3.49779","1","3.50585","1","","","","","","","","","","","","","","","","","","","","","","","0","0","132",""
"1","DemoMedia1","17","4.50000","3.0045e+10","0.43363","0.46554","4.50000","0.36667","18","1","0.43363","0.46554","1","","","","","","0","","","","","1","","","","","1","","","","3.49575","1","3.50530","1","","","","","","","","","","","","","","","","","","","","","","","0","0","135",""
"1","DemoMedia1","18","4.85000","30048500000","0.45540","0.50159","4.85000","0.55000","19","1","0.45540","0.50159","1","","","","","","0","","","","","1","","","","","1","","","","3.49548","1","3.49866","1","","","","","","","","","","","","","","","","","","","","","","","0","0","145",""
"1","DemoMedia1","19","4.91667","30049166700","0.44133","0.48761","4.91667","0.51667","20","1","0.44133","0.48761","1","","","","","","0","","","","","1","","","","","1","","","","3.49475","1","3.49059","1","","","","","","","","","","","","","","","","","","","","","","","0","0","147",""
"1","DemoMedia1","20","5.65000","30056500000","0.46897","0.49403","5.65000","0.50000","21","1","0.46897","0.49403","1","","","","","","0","","","","","1","","","","","1","","","","3.46873","1","3.48034","1","","","","","","","","","","","","","","","","","","","","","","","0","0","169",""
"1","DemoMedia1","21","5.95000","30059500000","0.48782","0.48428","5.95000","0.15000","22","1","0.48782","0.48428","1","","","","","","0","","","","","1","","","","","1","","","","3.46042","1","3.46669","1","","","","","","","","","","","","","","","","","","","","","","","0","0","178",""
"1","DemoMedia1","22","6.71667","30067166700","0.73308","0.44158","6.71667","0.46667","23","1","0.73308","0.44158","1","","","","","","0","","","","","1","","","","","1","","","","3.43836","1","3.43495","1","","","","","","","","","","","","","","","","","","","","","","AOI 0","0","0","201",""
"1","DemoMedia1","23","7.23333","30072333300","0.70672","0.45784","7.23333","0.35000","24","1","0.70672","0.45784","1","","","","","","0","","","","","1","","","","","1","","","","3.43513","1","3.43928","1","","","","","","","","","","","","","","","","","","","","","","AOI 0","0","0","216",""
"1","DemoMedia1","24","7.88333","30078833300","0.69421","0.51312","7.88333","0.15000","25","1","0.69421","0.51312","1","","","","","","0","","","","","1","","","","","1","","","","3.44499","1","3.41589","1","","","","","","","","","","","","","","","","","","","","","","AOI 0","0","0","236",""
"1","DemoMedia1","25","8.03333","30080333300","0.48034","0.73349","8.03333","0.18333","26","1","0.48034","0.73349","1","","","","","","0","","","","","1","","","","","1","","","","3.43920","1","3.41932","1","","","","","","","","","","","","","","","","","","","","","","AOI 1","0","0","240",""
"1","DemoMedia1","26","8.93333","30089333300","0.62698","0.49294","8.93333","0.55000","27","1","0.62698","0.49294","1","","","","","","0","","","","","1","","","","","1","","","","3.45926","1","3.43030","1","","","","","","","","","","","","","","","","","","","","","","AOI 0","0","0","267",""
"1","DemoMedia1","27","9.15000","30091500000","0.72929","0.48001","9.15000","0.16667","28","1","0.72929","0.48001","1","","","","","","0","","","","","1","","","","","1","","","","3.44804","1","3.45342","1","","","","","","","","","","","","","","","","","","","","","","AOI 0","0","0","274",""
"1","DemoMedia1","28","9.25000","30092500000","0.46576","0.51454","9.25000","0.51667","29","1","0.46576","0.51454","1","","","","","","0","","","","","1","","","","","1","","","","3.46828","1","3.46147","1","","","","","","","","","","","","","","","","","","","","","","","0","0","277",""
